lesson_id,form,graded,kind,question,choices,correct_answer,points,explanation
5-4,quiz,yes,mc,"A regular pentagon is split into 5 equal triangles. If the whole area is 60 in², what is one triangle's area?",12 in² | 5 in² | 300 in² | 15 in²,12 in²,1,60 ÷ 5 = 12 in² per triangle.
5-4,quiz,yes,mc,Why can a regular polygon's area be found by splitting it into congruent triangles?,"All the triangles are the same size, so you can multiply one triangle's area by the number of sides | Polygons are always squares | Triangles have no area | Each triangle is different","All the triangles are the same size, so you can multiply one triangle's area by the number of sides",1,"A regular polygon divides into equal triangles, so total area = (one triangle) × (number of triangles)."
5-4,quiz,yes,mc,"A regular octagon splits into 8 triangles, each with area 5.5 m². What is the total area?",44 m² | 13.5 m² | 40 m² | 48 m²,44 m²,1,8 × 5.5 = 44 m².
5-4,quiz,yes,mc,A regular hexagon is divided into 6 equal triangles from the center. Each triangle has a base of 6 ft and a height of 5.2 ft. What is the area of one triangle?,15.6 sq ft | 31.2 sq ft | 11.2 sq ft | 15.6 ft,15.6 sq ft,1,A = ½ × b × h = ½ × 6 × 5.2 = 15.6 square feet.
5-4,quiz,yes,mc,"Using the triangle from the previous question, what is the total area of the hexagonal skylight?",93.6 sq ft | 15.6 sq ft | 187.2 sq ft | 62.4 sq ft,93.6 sq ft,1,Total area = 6 triangles × 15.6 sq ft = 93.6 square feet.
5-4,quiz,yes,mc,"A regular hexagon is split into 6 triangles, each with base 4 cm and height 3.5 cm. What is the total area?",42 sq cm | 21 sq cm | 84 sq cm | 14 sq cm,42 sq cm,1,Each triangle: ½ × 4 × 3.5 = 7 sq cm. Total: 6 × 7 = 42 sq cm.
5-4,quiz,yes,mc,How many triangles can you make from the center of a regular pentagon?,5 | 3 | 6 | 10,5,1,"A regular pentagon has 5 sides, so drawing lines from the center to each vertex creates 5 equal triangles."
5-4,quiz,yes,mc,Sort each polygon by whether it decomposes into more than 5 triangles or 5 or fewer. /  / Where does this belong?  Regular hexagon → 6 triangles,More than 5 triangles | 5 or fewer triangles,More than 5 triangles,1,
5-4,quiz,yes,mc,Sort each polygon by whether it decomposes into more than 5 triangles or 5 or fewer. /  / Where does this belong?  Regular octagon → 8 triangles,More than 5 triangles | 5 or fewer triangles,More than 5 triangles,1,
5-4,quiz,yes,mc,Sort each polygon by whether it decomposes into more than 5 triangles or 5 or fewer. /  / Where does this belong?  Equilateral triangle → 1 triangle,More than 5 triangles | 5 or fewer triangles,5 or fewer triangles,1,
5-4,quiz,yes,mc,Sort each polygon by whether it decomposes into more than 5 triangles or 5 or fewer. /  / Where does this belong?  Square → 2 triangles,More than 5 triangles | 5 or fewer triangles,5 or fewer triangles,1,
5-4,quiz,yes,mc,Sort each polygon by whether it decomposes into more than 5 triangles or 5 or fewer. /  / Where does this belong?  Regular pentagon → 5 triangles,More than 5 triangles | 5 or fewer triangles,5 or fewer triangles,1,
5-4,quiz,yes,mc,"Match each polygon to its total area. /  / Hexagon: 6 triangles, each ½×6×5.2",93.6 sq ft | 36 sq ft | 36 sq ft | 110 sq ft | 76.8 sq ft | 50 sq ft,93.6 sq ft,1,
5-4,quiz,yes,mc,"Match each polygon to its total area. /  / Pentagon: 5 triangles, each ½×8×5.5",93.6 sq ft | 36 sq ft | 110 sq ft | 36 sq ft | 50 sq ft | 76.8 sq ft,110 sq ft,1,
5-4,quiz,yes,mc,"Match each polygon to its total area. /  / Octagon: 8 triangles, each ½×4×4.8",110 sq ft | 36 sq ft | 76.8 sq ft | 36 sq ft | 50 sq ft | 93.6 sq ft,76.8 sq ft,1,
5-4,quiz,yes,mc,"Match each polygon to its total area. /  / Square: 2 triangles, each ½×10×5",36 sq ft | 50 sq ft | 36 sq ft | 93.6 sq ft | 110 sq ft | 76.8 sq ft,50 sq ft,1,
5-4,quiz,yes,mc,"Match each polygon to its total area. /  / Triangle b=12, h=6",50 sq ft | 76.8 sq ft | 36 sq ft | 36 sq ft | 110 sq ft | 93.6 sq ft,36 sq ft,1,
5-4,quiz,yes,mc,"Match each polygon to its total area. /  / Parallelogram b=9, h=4",36 sq ft | 93.6 sq ft | 76.8 sq ft | 50 sq ft | 36 sq ft | 110 sq ft,36 sq ft,1,
5-4,quiz,yes,mc,"Calculate the total area of each regular polygon, then sort from smallest to largest area. /  / Where does this belong?  Pentagon: 5 × (½×8×5.5) = 110 sq ft",Area ≥ 90 sq ft | Area < 90 sq ft,Area ≥ 90 sq ft,1,
5-4,quiz,yes,mc,"Calculate the total area of each regular polygon, then sort from smallest to largest area. /  / Where does this belong?  Hexagon: 6 × (½×6×5.2) = 93.6 sq ft",Area ≥ 90 sq ft | Area < 90 sq ft,Area ≥ 90 sq ft,1,
5-4,quiz,yes,mc,"Calculate the total area of each regular polygon, then sort from smallest to largest area. /  / Where does this belong?  Octagon: 8 × (½×4×4.8) = 76.8 sq ft",Area ≥ 90 sq ft | Area < 90 sq ft,Area < 90 sq ft,1,
5-4,quiz,yes,mc,"Calculate the total area of each regular polygon, then sort from smallest to largest area. /  / Where does this belong?  Square: 2 × (½×10×5) = 50 sq ft",Area ≥ 90 sq ft | Area < 90 sq ft,Area < 90 sq ft,1,
5-4,quiz,yes,mc,Exit Ticket: A regular pentagon is decomposed into 5 triangles from its center. Each triangle has a base of 7 inches and a height of 4.8 inches. What is the total area of the pentagon?,84 sq in | 16.8 sq in | 168 sq in | 84 in,84 sq in,1,One triangle: A = 1/2 x 7 x 4.8 = 16.8 sq in. Total = 5 x 16.8 = 84 square inches.
5-5,notes,no,short,A shape made of two or more basic shapes combined is a ___.,,,0,
5-5,notes,no,short,To break a composite figure into basic shapes is to ___ it.,,,0,
5-5,notes,no,short,"To find the total area of separate parts, I ___ their areas.",,,0,
5-5,notes,no,short,"To find the area of a shape with a piece removed, I ___ the missing part's area.",,,0,
5-5,notes,no,short,A math rule written with symbols is a ___.,,,0,
5-5,notes,no,paragraph,The L-shaped room splits into a 12 ft by 8 ft rectangle and a 6 ft by 5 ft rectangle. Why is it easier to find the area after you decompose the L into two rectangles?,,,0,
5-5,notes,no,paragraph,For the U-shaped pool you subtracted a 6 ft by 4 ft cutout from a 14 ft by 10 ft rectangle. How do you decide when to ADD areas and when to SUBTRACT?,,,0,
5-5,notes,no,paragraph,"The T-shaped conference room has a top of 14 ft by 4 ft and a stem of 6 ft by 10 ft, and carpet costs $5 per sq ft. Talk through finding the total cost.",,,0,
5-5,notes,no,paragraph,"For the U-shaped pool, why did we subtract instead of add? When do you add areas and when do you subtract?",,,0,
5-5,notes,no,paragraph,How much will the carpet cost?,,,0,
5-5,practice,no,mc,A figure is a 6×4 rectangle with a 2×2 square added on. What is the total area?,28 sq units | 24 sq units | 20 sq units | 32 sq units,,0,
5-5,practice,no,mc,A composite shape is a 10×8 rectangle with a 3×4 rectangle cut out. What is the area?,68 sq units | 80 sq units | 92 sq units | 12 sq units,,0,
5-5,practice,no,mc,What is the best first step to find the area of a composite figure?,Break it into simple shapes like rectangles and triangles | Measure only one side | Add all the side lengths | Multiply the two longest sides,,0,
5-5,practice,no,mc,A garden is a 12×5 rectangle plus a triangle with base 12 and height 4 on top. What is the total area?,84 sq units | 60 sq units | 24 sq units | 72 sq units,,0,
5-5,practice,no,mc,An L-shaped room is made of two rectangles: 10 ft × 6 ft and 4 ft × 3 ft. What is the total area?,72 sq ft | 60 sq ft | 12 sq ft | 72 ft,,0,
5-5,practice,no,mc,A rectangular patio is 15 ft × 10 ft with a 5 ft × 4 ft rectangular flower bed cut out. What is the remaining area?,130 sq ft | 150 sq ft | 20 sq ft | 170 sq ft,,0,
5-5,practice,no,mc,Find the area of an L-shape made of a 5×3 rectangle and a 2×4 rectangle.,23 sq units | 15 sq units | 8 sq units | 20 sq units,,0,
5-5,practice,no,mc,When should you subtract areas instead of adding them to find the area of a composite figure?,When a piece is cut out or removed from a larger shape | When the shapes overlap | When one shape is larger than the other | Always subtract — never add,,0,
5-5,practice,no,paragraph,Sort each composite figure by whether you ADD or SUBTRACT the areas to find the total.,,,0,
5-5,practice,no,paragraph,Complete the table.,,,0,
5-5,practice,no,paragraph,Match each composite figure to its total area.,,,0,
5-5,practice,no,short,Wall area = 120 sq ft → painted area (108) + window cutout (12)  ,,,0,
5-5,practice,no,paragraph,Calculate each composite figure's area. Sort by whether the area is more than 100 sq ft or not.,,,0,
5-5,practice,no,paragraph,Find the Area Error,,,0,
5-5,practice,no,paragraph,A T-shaped room can be decomposed in two different ways. Show both ways and prove they give the same total area. Use a T-shape where the top is 14 ft × 4 ft and the stem is 6 ft × 10 ft.,,,0,
5-5,practice,no,paragraph,Complete the table.,,,0,
5-5,quiz,yes,mc,A figure is a 6×4 rectangle with a 2×2 square added on. What is the total area?,28 sq units | 24 sq units | 20 sq units | 32 sq units,28 sq units,1,"Rectangle 6 × 4 = 24, plus square 2 × 2 = 4. Total = 28 sq units."
5-5,quiz,yes,mc,A composite shape is a 10×8 rectangle with a 3×4 rectangle cut out. What is the area?,68 sq units | 80 sq units | 92 sq units | 12 sq units,68 sq units,1,80 − 12 = 68 sq units.
5-5,quiz,yes,mc,What is the best first step to find the area of a composite figure?,Break it into simple shapes like rectangles and triangles | Measure only one side | Add all the side lengths | Multiply the two longest sides,Break it into simple shapes like rectangles and triangles,1,"Decompose the figure into simple shapes, find each area, then add or subtract."
5-5,quiz,yes,mc,A garden is a 12×5 rectangle plus a triangle with base 12 and height 4 on top. What is the total area?,84 sq units | 60 sq units | 24 sq units | 72 sq units,84 sq units,1,Rectangle 12 × 5 = 60; triangle ½ × 12 × 4 = 24. Total = 84 sq units.
5-5,quiz,yes,mc,An L-shaped room is made of two rectangles: 10 ft × 6 ft and 4 ft × 3 ft. What is the total area?,72 sq ft | 60 sq ft | 12 sq ft | 72 ft,72 sq ft,1,Area 1 = 10 × 6 = 60 sq ft. Area 2 = 4 × 3 = 12 sq ft. Total = 60 + 12 = 72 sq ft.
5-5,quiz,yes,mc,A rectangular patio is 15 ft × 10 ft with a 5 ft × 4 ft rectangular flower bed cut out. What is the remaining area?,130 sq ft | 150 sq ft | 20 sq ft | 170 sq ft,130 sq ft,1,Patio = 15 × 10 = 150 sq ft. Cutout = 5 × 4 = 20 sq ft. Remaining = 150 − 20 = 130 sq ft.
5-5,quiz,yes,mc,Find the area of an L-shape made of a 5×3 rectangle and a 2×4 rectangle.,23 sq units | 15 sq units | 8 sq units | 20 sq units,23 sq units,1,5 × 3 = 15. 2 × 4 = 8. Total = 15 + 8 = 23 sq units.
5-5,quiz,yes,mc,When should you subtract areas instead of adding them to find the area of a composite figure?,When a piece is cut out or removed from a larger shape | When the shapes overlap | When one shape is larger than the other | Always subtract — never add,When a piece is cut out or removed from a larger shape,1,Subtract when a piece is removed from a larger shape (like a window cut from a wall). Add when two shapes are joined together (like an L-shape).
5-5,quiz,yes,mc,Sort each composite figure by whether you ADD or SUBTRACT the areas to find the total. /  / Where does this belong?  L-shaped hallway (two rectangles joined),Add the areas | Subtract the areas,Add the areas,1,
5-5,quiz,yes,mc,Sort each composite figure by whether you ADD or SUBTRACT the areas to find the total. /  / Where does this belong?  Wall with a window cut out,Add the areas | Subtract the areas,Subtract the areas,1,
5-5,quiz,yes,mc,Sort each composite figure by whether you ADD or SUBTRACT the areas to find the total. /  / Where does this belong?  T-shaped stage (two rectangles joined),Add the areas | Subtract the areas,Add the areas,1,
5-5,quiz,yes,mc,Sort each composite figure by whether you ADD or SUBTRACT the areas to find the total. /  / Where does this belong?  Floor with a trapdoor removed,Add the areas | Subtract the areas,Subtract the areas,1,
5-5,quiz,yes,mc,Sort each composite figure by whether you ADD or SUBTRACT the areas to find the total. /  / Where does this belong?  U-shaped pool (rectangle with center removed),Add the areas | Subtract the areas,Subtract the areas,1,
5-5,quiz,yes,mc,Sort each composite figure by whether you ADD or SUBTRACT the areas to find the total. /  / Where does this belong?  Plus-sign shape (rectangles joined),Add the areas | Subtract the areas,Add the areas,1,
5-5,quiz,yes,mc,Match each composite figure to its total area. /  / L-shape: 10×6 + 4×3,72 sq ft | 90 sq ft | 130 sq ft | 116 sq ft | 116 sq ft | 58 sq ft,72 sq ft,1,
5-5,quiz,yes,mc,Match each composite figure to its total area. /  / T-shape: 14×4 + 6×10,90 sq ft | 58 sq ft | 116 sq ft | 72 sq ft | 116 sq ft | 130 sq ft,116 sq ft,1,
5-5,quiz,yes,mc,Match each composite figure to its total area. /  / Wall 15×10 minus window 5×4,116 sq ft | 130 sq ft | 116 sq ft | 90 sq ft | 58 sq ft | 72 sq ft,130 sq ft,1,
5-5,quiz,yes,mc,Match each composite figure to its total area. /  / Pool 14×10 minus cutout 6×4,58 sq ft | 90 sq ft | 130 sq ft | 72 sq ft | 116 sq ft | 116 sq ft,116 sq ft,1,
5-5,quiz,yes,mc,Match each composite figure to its total area. /  / L-shape: 8×5 + 3×6,116 sq ft | 116 sq ft | 58 sq ft | 90 sq ft | 130 sq ft | 72 sq ft,58 sq ft,1,
5-5,quiz,yes,mc,Match each composite figure to its total area. /  / Floor 12×8 minus vent 2×3,72 sq ft | 116 sq ft | 90 sq ft | 116 sq ft | 58 sq ft | 130 sq ft,90 sq ft,1,
5-5,quiz,yes,mc,Calculate each composite figure's area. Sort by whether the area is more than 100 sq ft or not. /  / Where does this belong?  L-shape: 12×8 + 6×5 = 126 sq ft,Area > 100 sq ft | Area ≤ 100 sq ft,Area > 100 sq ft,1,
5-5,quiz,yes,mc,Calculate each composite figure's area. Sort by whether the area is more than 100 sq ft or not. /  / Where does this belong?  T-shape: 10×3 + 4×7 = 58 sq ft,Area > 100 sq ft | Area ≤ 100 sq ft,Area ≤ 100 sq ft,1,
5-5,quiz,yes,mc,Calculate each composite figure's area. Sort by whether the area is more than 100 sq ft or not. /  / Where does this belong?  Wall 15×10 − window 5×4 = 130 sq ft,Area > 100 sq ft | Area ≤ 100 sq ft,Area > 100 sq ft,1,
5-5,quiz,yes,mc,Calculate each composite figure's area. Sort by whether the area is more than 100 sq ft or not. /  / Where does this belong?  L-shape: 9×7 + 3×4 = 75 sq ft,Area > 100 sq ft | Area ≤ 100 sq ft,Area ≤ 100 sq ft,1,
5-5,quiz,yes,mc,Calculate each composite figure's area. Sort by whether the area is more than 100 sq ft or not. /  / Where does this belong?  Floor 20×8 − vent 6×3 = 142 sq ft,Area > 100 sq ft | Area ≤ 100 sq ft,Area > 100 sq ft,1,
5-5,quiz,yes,mc,Calculate each composite figure's area. Sort by whether the area is more than 100 sq ft or not. /  / Where does this belong?  U-shape: 10×8 − 4×3 = 68 sq ft,Area > 100 sq ft | Area ≤ 100 sq ft,Area ≤ 100 sq ft,1,
5-5,quiz,yes,mc,Exit Ticket: A composite figure is made of a 9 ft x 7 ft rectangle and a 3 ft x 4 ft rectangle joined together. What is the total area?,75 sq ft | 63 sq ft | 12 sq ft | 75 ft,75 sq ft,1,Area 1 = 9 x 7 = 63 sq ft. Area 2 = 3 x 4 = 12 sq ft. Total = 63 + 12 = 75 square feet.
6-1,notes,no,short,The small raised number that shows how many times the base is multiplied is the ___.,,,0,
6-1,notes,no,short,"The number being multiplied repeatedly in a power, like the 3 in 3⁴, is the ___.",,,0,
6-1,notes,no,short,"A number written with a base and an exponent, like 3⁴, is a ___.",,,0,
6-1,notes,no,short,"To find the value of an expression, like 2³ = 8, is to ___ it.",,,0,
6-1,notes,no,short,"A number multiplied by a variable, like the 5 in 5x, is a ___.",,,0,
6-1,notes,no,short,"Terms with the same variable raised to the same power, like 3x and 7x, are ___.",,,0,
6-1,notes,no,paragraph,"In the sound studio, the volume doubles each time you flip the switch. Why is the volume after 3 flips 2³ = 8 and not 2 × 3 = 6?",,,0,
6-1,notes,no,paragraph,"Look at the table: when the exponent goes up by 1 (like from 2³ to 2⁴), what happens to the value, and why?",,,0,
6-1,notes,no,paragraph,"Each recording layer doubles the file size, modeled by 4 × 2ⁿ. Why does the file size grow so fast as you add layers?",,,0,
6-1,notes,no,paragraph,How does the value change when you increase the exponent by 1? Why?,,,0,
6-1,notes,no,paragraph,How large is the file after 5 layers? Why does the file size grow so quickly?,,,0,
6-1,practice,no,mc,What is the value of 2⁵?,32 | 10 | 25 | 16,,0,
6-1,practice,no,mc,What is 10⁴?,"10,000 | 40 | 1,000 | 100",,0,
6-1,practice,no,mc,Which expression equals 81?,3⁴ | 3³ | 2⁶ | 4³,,0,
6-1,practice,no,mc,What is 5³?,125 | 15 | 25 | 8,,0,
6-1,practice,no,mc,What is the value of 4³?,64 | 12 | 43 | 7,,0,
6-1,practice,no,mc,What is the value of 6²?,36 | 12 | 62 | 8,,0,
6-1,practice,no,mc,Which expression shows 5³ as repeated multiplication?,5 × 5 × 5 | 5 × 3 | 5 + 5 + 5 | 3 × 3 × 3 × 3 × 3,,0,
6-1,practice,no,mc,Evaluate: 3 × (4 + 2)²,108 | 54 | 36 | 144,,0,
6-1,practice,no,paragraph,Complete the table.,,,0,
6-1,practice,no,paragraph,Complete the table.,,,0,
6-1,practice,no,paragraph,Sort each power by whether its value is greater than 50 or not.,,,0,
6-1,practice,no,paragraph,Match each power to its value.,,,0,
6-1,practice,no,paragraph,Which side is greater? Evaluate each expression. Left: 3⁴. Right: 4³.,,,0,
6-1,practice,no,paragraph,Find the Exponent Error,,,0,
6-1,practice,no,paragraph,"A bacteria colony doubles every hour. Starting with 1 bacterium, write a power expression for the number after 6 hours. Explain why exponential growth is so much faster than adding the same number each hour.",,,0,
6-1,practice,no,paragraph,Complete the table.,,,0,
6-1,quiz,yes,mc,What is the value of 2⁵?,32 | 10 | 25 | 16,32,1,2⁵ = 2 × 2 × 2 × 2 × 2 = 32.
6-1,quiz,yes,mc,What is 10⁴?,"10,000 | 40 | 1,000 | 100","10,000",1,"10⁴ = 10 × 10 × 10 × 10 = 10,000."
6-1,quiz,yes,mc,Which expression equals 81?,3⁴ | 3³ | 2⁶ | 4³,3⁴,1,"3⁴ = 3 × 3 × 3 × 3 = 81. 3³ = 27, 2⁶ = 64, and 4³ = 64."
6-1,quiz,yes,mc,What is 5³?,125 | 15 | 25 | 8,125,1,5³ = 5 × 5 × 5 = 125.
6-1,quiz,yes,mc,What is the value of 4³?,64 | 12 | 43 | 7,64,1,4³ = 4 × 4 × 4 = 64.
6-1,quiz,yes,mc,What is the value of 6²?,36 | 12 | 62 | 8,36,1,6² = 6 × 6 = 36.
6-1,quiz,yes,mc,Which expression shows 5³ as repeated multiplication?,5 × 5 × 5 | 5 × 3 | 5 + 5 + 5 | 3 × 3 × 3 × 3 × 3,5 × 5 × 5,1,"5³ means use 5 as a factor 3 times: 5 × 5 × 5. The exponent tells how many times to multiply, not what to multiply by."
6-1,quiz,yes,mc,Evaluate: 3 × (4 + 2)²,108 | 54 | 36 | 144,108,1,4 + 2 = 6. 6² = 36. 3 × 36 = 108.
6-1,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  2⁵ = 32,Value > 50 | Value ≤ 50,Value ≤ 50,1,
6-1,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  3⁴ = 81,Value > 50 | Value ≤ 50,Value > 50,1,
6-1,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  7² = 49,Value > 50 | Value ≤ 50,Value ≤ 50,1,
6-1,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  10² = 100,Value > 50 | Value ≤ 50,Value > 50,1,
6-1,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  5³ = 125,Value > 50 | Value ≤ 50,Value > 50,1,
6-1,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  4² = 16,Value > 50 | Value ≤ 50,Value ≤ 50,1,
6-1,quiz,yes,mc,Match each power to its value. /  / 2⁵,64 | 32 | 27 | 1000 | 128 | 25,32,1,
6-1,quiz,yes,mc,Match each power to its value. /  / 3³,25 | 32 | 128 | 27 | 64 | 1000,27,1,
6-1,quiz,yes,mc,Match each power to its value. /  / 4³,32 | 1000 | 27 | 25 | 128 | 64,64,1,
6-1,quiz,yes,mc,Match each power to its value. /  / 10³,1000 | 64 | 128 | 27 | 32 | 25,1000,1,
6-1,quiz,yes,mc,Match each power to its value. /  / 5²,27 | 32 | 64 | 25 | 1000 | 128,25,1,
6-1,quiz,yes,mc,Match each power to its value. /  / 2⁷,64 | 32 | 27 | 25 | 1000 | 128,128,1,
6-1,quiz,yes,mc,Exit Ticket: What is the value of 3⁴?,81 | 12 | 34 | 64,81,1,3⁴ = 3 × 3 × 3 × 3 = 81.
6-1-flagship,notes,no,short,The small raised number that shows how many times the base is multiplied is the ___.,,,0,
6-1-flagship,notes,no,short,"The number being multiplied repeatedly in a power, like the 3 in 3⁴, is the ___.",,,0,
6-1-flagship,notes,no,short,"A number written with a base and an exponent, like 3⁴, is a ___.",,,0,
6-1-flagship,notes,no,short,"To find the value of an expression, like 2³ = 8, is to ___ it.",,,0,
6-1-flagship,notes,no,short,"A number multiplied by a variable, like the 5 in 5x, is a ___.",,,0,
6-1-flagship,notes,no,short,"Terms with the same variable raised to the same power, like 3x and 7x, are ___.",,,0,
6-1-flagship,notes,no,paragraph,"Each switch flip doubles the volume: 1, then 2, then 4, then 8. How is each number related to the one before, and how could you write 2 times 2 times 2 a shorter way?",,,0,
6-1-flagship,notes,no,paragraph,"In the power 2 cubed, which number is the base and which is the exponent? What job does each one do when you evaluate it?",,,0,
6-1-flagship,notes,no,paragraph,"When you bounce a track, the file size grows as you double the layers. Where else do you see quantities that grow by repeated multiplication?",,,0,
6-1-flagship,notes,no,paragraph,How does the value change when you increase the exponent by 1? Why?,,,0,
6-1-flagship,notes,no,paragraph,How large is the file after 5 layers? Why does the file size grow so quickly?,,,0,
6-1-flagship,practice,no,mc,What is the value of 4³?,64 | 12 | 43 | 7,,0,
6-1-flagship,practice,no,mc,What is the value of 6²?,36 | 12 | 62 | 8,,0,
6-1-flagship,practice,no,mc,Which expression shows 5³ as repeated multiplication?,5 × 5 × 5 | 5 × 3 | 5 + 5 + 5 | 3 × 3 × 3 × 3 × 3,,0,
6-1-flagship,practice,no,mc,Evaluate: 3 × (4 + 2)²,108 | 54 | 36 | 144,,0,
6-1-flagship,practice,no,paragraph,Complete the table.,,,0,
6-1-flagship,practice,no,paragraph,Complete the table.,,,0,
6-1-flagship,practice,no,paragraph,Sort each power by whether its value is greater than 50 or not.,,,0,
6-1-flagship,practice,no,paragraph,Match each power to its value.,,,0,
6-1-flagship,practice,no,paragraph,Which side is greater? Evaluate each expression. Left: 3⁴. Right: 4³.,,,0,
6-1-flagship,practice,no,paragraph,Find the Exponent Error,,,0,
6-1-flagship,practice,no,paragraph,"A bacteria colony doubles every hour. Starting with 1 bacterium, write a power expression for the number after 6 hours. Explain why exponential growth is so much faster than adding the same number each hour.",,,0,
6-1-flagship,practice,no,paragraph,Complete the table.,,,0,
6-1-flagship,quiz,yes,mc,What is the value of 4³?,64 | 12 | 43 | 7,64,1,4³ = 4 × 4 × 4 = 64.
6-1-flagship,quiz,yes,mc,What is the value of 6²?,36 | 12 | 62 | 8,36,1,6² = 6 × 6 = 36.
6-1-flagship,quiz,yes,mc,Which expression shows 5³ as repeated multiplication?,5 × 5 × 5 | 5 × 3 | 5 + 5 + 5 | 3 × 3 × 3 × 3 × 3,5 × 5 × 5,1,"5³ means use 5 as a factor 3 times: 5 × 5 × 5. The exponent tells how many times to multiply, not what to multiply by."
6-1-flagship,quiz,yes,mc,Evaluate: 3 × (4 + 2)²,108 | 54 | 36 | 144,108,1,4 + 2 = 6. 6² = 36. 3 × 36 = 108.
6-1-flagship,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  2⁵ = 32,Value > 50 | Value ≤ 50,Value ≤ 50,1,
6-1-flagship,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  3⁴ = 81,Value > 50 | Value ≤ 50,Value > 50,1,
6-1-flagship,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  7² = 49,Value > 50 | Value ≤ 50,Value ≤ 50,1,
6-1-flagship,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  10² = 100,Value > 50 | Value ≤ 50,Value > 50,1,
6-1-flagship,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  5³ = 125,Value > 50 | Value ≤ 50,Value > 50,1,
6-1-flagship,quiz,yes,mc,Sort each power by whether its value is greater than 50 or not. /  / Where does this belong?  4² = 16,Value > 50 | Value ≤ 50,Value ≤ 50,1,
6-1-flagship,quiz,yes,mc,Match each power to its value. /  / 2⁵,1000 | 27 | 128 | 64 | 25 | 32,32,1,
6-1-flagship,quiz,yes,mc,Match each power to its value. /  / 3³,25 | 64 | 27 | 128 | 32 | 1000,27,1,
6-1-flagship,quiz,yes,mc,Match each power to its value. /  / 4³,64 | 25 | 32 | 1000 | 27 | 128,64,1,
6-1-flagship,quiz,yes,mc,Match each power to its value. /  / 10³,32 | 64 | 27 | 1000 | 128 | 25,1000,1,
6-1-flagship,quiz,yes,mc,Match each power to its value. /  / 5²,1000 | 32 | 27 | 64 | 25 | 128,25,1,
6-1-flagship,quiz,yes,mc,Match each power to its value. /  / 2⁷,25 | 27 | 128 | 1000 | 64 | 32,128,1,
6-1-flagship,quiz,yes,mc,Exit Ticket: What is the value of 3⁴?,81 | 12 | 34 | 64,81,1,3⁴ = 3 × 3 × 3 × 3 = 81.
6-2,notes,no,short,"A letter that stands for an unknown number, like x, is a ___.",,,0,
6-2,notes,no,short,"A group of numbers, variables, and operations with no equal sign is an ___.",,,0,
6-2,notes,no,short,To find the value of an expression for given values is to ___ it.,,,0,
6-2,notes,no,short,To replace a variable with a number is to ___.,,,0,
6-2,notes,no,short,"A number multiplied by a variable, like the 4 in 4y, is a ___.",,,0,
6-2,notes,no,short,"Terms with the same variable part, like 2x and 6x, are ___.",,,0,
6-2,notes,no,paragraph,"The concert cost is 150 + 12s, where s is the number of speakers. How do you find the cost for 5 speakers, and why does this one expression work for any number of speakers?",,,0,
6-2,notes,no,paragraph,"When you evaluate an expression like 4x² + 3, what order do you follow, and why must you square before you multiply?",,,0,
6-2,notes,no,paragraph,"The rideshare fare is 2.50 + 1.75m for m miles. How much is an 8-mile ride, and what does each part of the expression represent?",,,0,
6-2,notes,no,paragraph,What happens to the total cost each time you add one more speaker? Why?,,,0,
6-2,notes,no,paragraph,How much will the ride cost? How does the expression model this situation?,,,0,
6-2,practice,no,mc,Evaluate 3 + 4 × 2².,19 | 28 | 56 | 14,,0,
6-2,practice,no,mc,Evaluate (8 − 3)² + 6.,31 | 19 | 61 | 25,,0,
6-2,practice,no,mc,"If a = 4, what is 2a + 5?",13 | 9 | 20 | 11,,0,
6-2,practice,no,mc,Evaluate 24 ÷ (2 + 4) × 3.,12 | 1.33 | 4 | 18,,0,
6-2,practice,no,mc,Evaluate 3x + 7 when x = 4.,19 | 34 | 12 | 14,,0,
6-2,practice,no,mc,Evaluate 20 − 2n when n = 6.,8 | 14 | 32 | 12,,0,
6-2,practice,no,mc,Which expression means '5 less than twice a number n'?,2n − 5 | 5 − 2n | 2(n − 5) | 2 − 5n,,0,
6-2,practice,no,mc,Evaluate 4m + 1 when m = 5.,21 | 20 | 9 | 25,,0,
6-2,practice,no,paragraph,Complete the table.,,,0,
6-2,practice,no,paragraph,Complete the table.,,,0,
6-2,practice,no,paragraph,Evaluate each expression when a = 3. Sort by whether the result is greater than 15 or not.,,,0,
6-2,practice,no,paragraph,Match each expression to its value.,,,0,
6-2,practice,no,paragraph,Evaluate both sides when x = 5. Which side is greater? Left: 3x + 1. Right: 2x + 8.,,,0,
6-2,practice,no,paragraph,Find the Evaluation Error,,,0,
